time,value
2026-08-24T05:48:54.701Z,0.177703857421875
2026-08-24T05:48:55.701Z,0.1421051025390625
2026-08-24T05:48:56.703Z,0.041168212890625
2026-08-24T05:48:57.704Z,0.1286773681640625
2026-08-24T05:48:58.705Z,0.1773681640625
2026-08-24T05:48:59.707Z,0.15185546875
2026-08-24T05:49:00.709Z,0.1920318603515625
2026-08-24T05:49:01.71Z,0.204498291015625
2026-08-24T05:49:02.712Z,0.167144775390625
2026-08-24T05:49:03.713Z,-0.0030975341796875
2026-08-24T05:49:04.715Z,-0.0016021728515625
2026-08-24T05:49:05.718Z,0.018798828125
2026-08-24T05:49:06.718Z,0.021148681640625
2026-08-24T05:49:07.72Z,0.25457763671875
2026-08-24T05:49:08.722Z,0.1457061767578125
2026-08-24T05:49:09.723Z,0.0020294189453125
2026-08-24T05:49:10.724Z,-0.0015869140625
2026-08-24T05:49:11.726Z,-0.001068115234375
2026-08-24T05:49:12.727Z,0.000335693359375
2026-08-24T05:49:13.729Z,-0.3559417724609375
2026-08-24T05:49:14.731Z,0.0977630615234375
2026-08-24T05:49:15.732Z,0.0350189208984375
2026-08-24T05:49:16.734Z,0.0412445068359375
2026-08-24T05:49:17.735Z,0.0635528564453125
2026-08-24T05:49:18.737Z,0.0910491943359375
2026-08-24T05:49:19.738Z,0.086517333984375
2026-08-24T05:49:20.74Z,0.034088134765625
2026-08-24T05:49:21.742Z,0.034881591796875
2026-08-24T05:49:22.743Z,-0.1019439697265625
2026-08-24T05:49:23.745Z,0.0712738037109375
2026-08-24T05:49:24.746Z,0.28961181640625
2026-08-24T05:49:25.748Z,0.018646240234375
2026-08-24T05:49:26.749Z,0.1838226318359375
2026-08-24T05:49:27.751Z,0.2028350830078125
2026-08-24T05:49:28.753Z,0.087310791015625
2026-08-24T05:49:29.754Z,0.0721282958984375
2026-08-24T05:49:30.755Z,0.03619384765625
2026-08-24T05:49:31.757Z,-0.0293731689453125
2026-08-24T05:49:32.758Z,-0.0021820068359375
2026-08-24T05:49:33.76Z,-0.319580078125
2026-08-24T05:49:34.761Z,0.1293487548828125
2026-08-24T05:49:35.763Z,0.0155029296875
2026-08-24T05:49:36.765Z,0.098663330078125
2026-08-24T05:49:37.766Z,-0.0186309814453125
2026-08-24T05:49:38.768Z,0.1187896728515625
2026-08-24T05:49:39.769Z,0.0821990966796875
2026-08-24T05:49:40.771Z,0.181854248046875
2026-08-24T05:49:41.772Z,0.1114654541015625
2026-08-24T05:49:42.774Z,0.0442657470703125
2026-08-24T05:49:43.775Z,0.0622100830078125
2026-08-24T05:49:44.777Z,0.0622100830078125
2026-08-24T05:49:45.778Z,0.0367584228515625
2026-08-24T05:49:46.78Z,-0.4129486083984375
2026-08-24T05:49:47.819Z,-0.373046875
2026-08-24T05:49:48.835Z,-0.0774993896484375
2026-08-24T05:49:49.851Z,-0.0745849609375
2026-08-24T05:49:50.854Z,0.1008453369140625
2026-08-24T05:49:51.855Z,0.100189208984375
2026-08-24T05:49:52.857Z,0.10882568359375
2026-08-24T05:49:53.858Z,0.1103973388671875
2026-08-24T05:49:54.872Z,0.1032867431640625
2026-08-24T05:49:55.886Z,0.06536865234375
2026-08-24T05:49:56.9Z,0.0556488037109375
2026-08-24T05:49:57.913Z,0.1197967529296875
2026-08-24T05:49:58.918Z,0.2347869873046875
2026-08-24T05:49:59.919Z,0.3897857666015625
2026-08-24T05:50:00.921Z,0.047607421875
2026-08-24T05:50:01.923Z,0.001708984375
2026-08-24T05:50:02.924Z,0.001739501953125
2026-08-24T05:50:03.926Z,0.0030059814453125
2026-08-24T05:50:04.927Z,0.001922607421875
2026-08-24T05:50:05.929Z,0.0018310546875
2026-08-24T05:50:06.93Z,0.0023651123046875
2026-08-24T05:50:07.932Z,0.0009613037109375
2026-08-24T05:50:08.934Z,0.0007781982421875
2026-08-24T05:50:09.935Z,-0.38543701171875
2026-08-24T05:50:10.937Z,0.2407989501953125
2026-08-24T05:50:11.939Z,0.259246826171875
2026-08-24T05:50:12.941Z,0.2598114013671875
2026-08-24T05:50:13.942Z,0.2459564208984375
2026-08-24T05:50:14.943Z,0.202178955078125
2026-08-24T05:50:15.945Z,0.0134124755859375
2026-08-24T05:50:16.947Z,-0.5445709228515625
2026-08-24T05:50:17.949Z,0.1586456298828125
2026-08-24T05:50:18.95Z,0.205322265625
2026-08-24T05:50:19.952Z,0.1803436279296875
2026-08-24T05:50:20.957Z,0.1676788330078125
2026-08-24T05:50:21.955Z,0.32623291015625
2026-08-24T05:50:22.957Z,0.247711181640625
2026-08-24T05:50:23.959Z,0.118865966796875
2026-08-24T05:50:24.96Z,0.0032806396484375
2026-08-24T05:50:25.962Z,-0.0003814697265625
2026-08-24T05:50:26.964Z,0.0015106201171875
2026-08-24T05:50:27.965Z,0.0024566650390625
2026-08-24T05:50:28.967Z,0.0018157958984375
2026-08-24T05:50:29.968Z,0.0003814697265625
2026-08-24T05:50:30.97Z,0.0009918212890625
2026-08-24T05:50:31.971Z,-0.0016326904296875
2026-08-24T05:50:32.974Z,0.0018768310546875
2026-08-24T05:50:33.975Z,0.00323486328125
2026-08-24T05:50:34.977Z,-0.010986328125
2026-08-24T05:50:35.979Z,0.5050048828125
2026-08-24T05:50:36.981Z,0.3635406494140625
2026-08-24T05:50:37.982Z,0.00146484375
2026-08-24T05:50:38.984Z,-0.0000457763671875
2026-08-24T05:50:39.986Z,0.0001220703125
2026-08-24T05:50:40.987Z,0.0005645751953125
2026-08-24T05:50:41.989Z,0.0006561279296875
2026-08-24T05:50:42.991Z,0.0001373291015625
2026-08-24T05:50:43.992Z,0.0010528564453125
2026-08-24T05:50:44.994Z,0.0026092529296875
2026-08-24T05:50:45.995Z,0.00067138671875
2026-08-24T05:50:46.997Z,0.0005035400390625
2026-08-24T05:50:47.999Z,0.000030517578125
2026-08-24T05:50:49.001Z,0.000640869140625
2026-08-24T05:50:50.003Z,0.0005950927734375
2026-08-24T05:50:51.004Z,0.0047760009765625
2026-08-24T05:50:52.006Z,0.1893463134765625
2026-08-24T05:50:53.007Z,0.014495849609375
2026-08-24T05:50:54.009Z,0.006866455078125
2026-08-24T05:50:55.011Z,0.0084991455078125
2026-08-24T05:50:56.012Z,0.00738525390625
2026-08-24T05:50:57.014Z,0.00738525390625
2026-08-24T05:50:58.016Z,0.0078277587890625
2026-08-24T05:50:59.017Z,0.006439208984375
2026-08-24T05:51:00.019Z,0.0076751708984375
2026-08-24T05:51:01.021Z,0.006866455078125
2026-08-24T05:51:02.022Z,0.005157470703125
2026-08-24T05:51:03.024Z,0.00640869140625
2026-08-24T05:51:04.025Z,0.006256103515625
2026-08-24T05:51:05.027Z,0.2641143798828125
2026-08-24T05:51:06.029Z,0.1465606689453125
2026-08-24T05:51:07.031Z,0.0394744873046875
2026-08-24T05:51:08.032Z,0.0292205810546875
2026-08-24T05:51:09.034Z,0.0324249267578125
2026-08-24T05:51:10.036Z,0.032928466796875
2026-08-24T05:51:11.037Z,0.03240966796875
2026-08-24T05:51:12.039Z,0.0289306640625
2026-08-24T05:51:13.04Z,0.031829833984375
2026-08-24T05:51:14.043Z,0.03155517578125
2026-08-24T05:51:15.044Z,0.031219482421875
2026-08-24T05:51:16.046Z,0.031707763671875
2026-08-24T05:51:17.047Z,0.030792236328125
2026-08-24T05:51:18.049Z,0.031341552734375
2026-08-24T05:51:19.051Z,0.0313720703125
2026-08-24T05:51:20.053Z,-0.02203369140625
2026-08-24T05:51:21.054Z,0.0181121826171875
2026-08-24T05:51:22.057Z,0.0124359130859375
2026-08-24T05:51:23.058Z,0.0152740478515625
2026-08-24T05:51:24.06Z,0.0153045654296875
2026-08-24T05:51:25.062Z,0.0155792236328125
2026-08-24T05:51:26.063Z,0.015350341796875
2026-08-24T05:51:27.065Z,0.01556396484375
2026-08-24T05:51:28.067Z,-0.00262451171875
2026-08-24T05:51:29.068Z,-0.040802001953125
2026-08-24T05:51:30.07Z,0.0152587890625
2026-08-24T05:51:31.071Z,0.0131378173828125
2026-08-24T05:51:32.074Z,0.012908935546875
2026-08-24T05:51:33.075Z,0.012664794921875
2026-08-24T05:51:34.077Z,0.012664794921875
2026-08-24T05:51:35.078Z,0.01177978515625
2026-08-24T05:51:36.079Z,0.1949615478515625
2026-08-24T05:51:37.082Z,0.1516265869140625
2026-08-24T05:51:38.083Z,0.1671905517578125
2026-08-24T05:51:39.085Z,0.1599578857421875
2026-08-24T05:51:40.087Z,0.172515869140625
2026-08-24T05:51:41.089Z,0.1868438720703125
2026-08-24T05:51:42.09Z,0.2013702392578125
2026-08-24T05:51:43.092Z,0.19146728515625
2026-08-24T05:51:44.094Z,0.2678375244140625
2026-08-24T05:51:45.095Z,0.1469573974609375
2026-08-24T05:51:46.097Z,0.0761871337890625
2026-08-24T05:51:47.098Z,0.08404541015625
2026-08-24T05:51:48.1Z,0.0993499755859375
2026-08-24T05:51:49.102Z,0.0903472900390625
2026-08-24T05:51:50.104Z,0.090667724609375
2026-08-24T05:51:51.106Z,0.0912933349609375
2026-08-24T05:51:52.107Z,0.09075927734375
2026-08-24T05:51:53.109Z,0.0894927978515625
2026-08-24T05:51:54.111Z,0.090301513671875
2026-08-24T05:51:55.113Z,0.089630126953125
2026-08-24T05:51:56.114Z,0.0043792724609375
2026-08-24T05:51:57.116Z,0.007354736328125
2026-08-24T05:51:58.118Z,0.0037384033203125
2026-08-24T05:51:59.12Z,0.0028228759765625
2026-08-24T05:52:00.121Z,0.0052490234375
2026-08-24T05:52:01.123Z,0.0020751953125
2026-08-24T05:52:02.125Z,0.0028839111328125
2026-08-24T05:52:03.126Z,0.0032806396484375
2026-08-24T05:52:04.129Z,0.002960205078125
