timestamp,PIR_Motion,Accel_X,Accel_Y,Accel_Z
54:55.7,0,0.022,0.006,1.016
54:55.9,0,0.022,0.006,1.017
54:56.1,0,0.022,0.006,1.017
54:56.3,0,0.022,0.006,1.017
54:56.5,0,0.022,0.007,1.018
54:56.7,0,0.022,0.007,1.019
54:56.9,0,0.023,0.007,1.017
54:57.1,0,0.023,0.007,1.017
54:57.3,0,0.023,0.007,1.018
54:57.5,0,0.023,0.006,1.016
54:57.7,0,0.023,0.007,1.016
54:57.9,0,0.022,0.007,1.018
54:58.1,0,0.022,0.007,1.017
54:58.3,0,0.023,0.007,1.017
54:58.5,0,0.023,0.007,1.017
54:58.7,0,0.022,0.007,1.018
54:58.9,0,0.023,0.007,1.017
54:59.1,0,0.023,0.007,1.017
54:59.3,0,0.022,0.006,1.017
54:59.5,0,0.022,0.007,1.017
54:59.8,1,0.022,0.006,1.016
55:00.0,1,0.022,0.006,1.016
55:00.2,1,0.022,0.006,1.016
55:00.4,1,0.023,0.006,1.016
55:00.6,1,0.022,0.006,1.017
55:00.8,0,0.022,0.006,1.017
55:01.0,0,0.022,0.006,1.017
55:01.2,0,0.022,0.007,1.016
55:01.4,0,0.022,0.007,1.016
55:01.6,0,0.022,0.006,1.016
55:01.8,0,0.022,0.007,1.016
55:02.0,0,0.023,0.007,1.016
55:02.2,0,0.022,0.007,1.017
55:02.4,0,0.022,0.007,1.017
55:02.6,0,0.022,0.006,1.018
55:02.8,0,0.023,0.006,1.018
55:03.0,0,0.022,0.006,1.019
55:03.2,0,0.022,0.005,1.018
55:03.4,0,0.023,0.005,1.016
55:03.6,0,0.023,0.006,1.015
55:03.8,0,0.022,0.006,1.015
55:04.0,0,0.023,0.006,1.013
55:04.2,0,0.023,0.005,1.014
55:04.4,0,0.022,0.006,1.016
55:04.6,0,0.022,0.006,1.016
55:04.8,0,0.023,0.007,1.016
55:05.0,0,0.022,0.008,1.018
55:05.2,0,0.022,0.008,1.018
55:05.5,0,0.023,0.007,1.018
55:05.7,1,0.023,0.007,1.018
55:05.9,1,0.022,0.006,1.018
55:06.1,1,0.022,0.007,1.017
55:06.3,1,0.022,0.007,1.017
55:06.5,1,0.022,0.006,1.017
55:06.7,0,0.022,0.006,1.017
55:06.9,0,0.022,0.006,1.017
55:07.1,0,0.022,0.006,1.017
55:07.3,0,0.022,0.006,1.017
55:07.5,0,0.022,0.006,1.017
55:07.7,0,0.022,0.006,1.018
55:07.9,0,0.022,0.007,1.018
55:08.1,0,0.022,0.007,1.018
55:08.3,0,0.022,0.007,1.018
55:08.5,0,0.022,0.007,1.017
55:08.7,0,0.023,0.007,1.017
55:08.9,0,0.022,0.007,1.017
55:09.1,0,0.022,0.007,1.017
55:09.3,0,0.022,0.007,1.017
55:09.5,0,0.022,0.007,1.017
55:09.7,0,0.022,0.007,1.017
55:09.9,0,0.022,0.007,1.017
55:10.1,1,0.022,0.007,1.017
55:10.3,1,0.022,0.007,1.017
55:10.5,1,0.022,0.007,1.017
55:10.7,1,0.022,0.006,1.017
55:10.9,1,0.022,0.007,1.017
55:11.2,0,0.022,0.006,1.017
55:11.4,0,0.022,0.007,1.017
55:11.6,0,0.022,0.006,1.017
55:11.8,0,0.022,0.007,1.017
55:12.0,0,0.022,0.007,1.017
55:12.2,0,0.022,0.007,1.017
55:12.4,0,0.022,0.007,1.018
55:12.6,0,0.022,0.007,1.018
55:12.8,0,0.022,0.007,1.017
55:13.0,0,0.022,0.007,1.018
55:13.2,0,0.022,0.007,1.018
55:13.4,0,0.022,0.006,1.018
55:13.6,0,0.023,0.007,1.018
55:13.8,0,0.023,0.007,1.018
55:14.0,0,0.022,0.006,1.017
55:14.2,0,0.023,0.006,1.017
55:14.4,0,0.023,0.006,1.017
55:14.6,0,0.023,0.007,1.017
55:14.8,0,0.023,0.006,1.017
55:15.0,0,0.023,0.006,1.017
55:15.2,0,0.022,0.006,1.017
55:15.4,0,0.022,0.006,1.017
55:15.6,0,0.022,0.006,1.017
55:15.9,0,0.022,0.007,1.017
55:16.1,0,0.022,0.007,1.017
55:16.3,0,0.022,0.007,1.017
55:16.5,0,0.022,0.007,1.017
55:16.7,0,0.022,0.007,1.017
55:16.9,0,0.022,0.007,1.017
55:17.1,0,0.022,0.007,1.018
55:17.3,0,0.022,0.007,1.018
55:17.5,0,0.022,0.006,1.017
55:17.7,0,0.022,0.007,1.018
55:17.9,0,0.022,0.006,1.018
55:18.1,0,0.022,0.007,1.017
55:18.3,0,0.022,0.007,1.017
55:18.5,0,0.022,0.007,1.017
55:18.7,0,0.022,0.006,1.017
55:18.9,0,0.022,0.007,1.017
55:19.1,0,0.022,0.006,1.018
55:19.3,0,0.022,0.006,1.018
55:19.5,0,0.022,0.006,1.017
55:19.7,1,0.022,0.006,1.018
55:19.9,1,0.022,0.007,1.018
55:20.1,1,0.022,0.007,1.018
55:20.3,1,0.022,0.007,1.018
55:20.5,1,0.022,0.007,1.018
55:20.7,1,0.023,0.007,1.018
55:21.0,0,0.022,0.006,1.017
55:21.2,0,0.023,0.007,1.017
55:21.4,0,0.022,0.007,1.017
55:21.6,0,0.004,-0.034,1.035
55:21.8,0,0.007,-0.039,1.039
55:22.0,0,-0.036,-0.006,1.036
55:22.2,0,-0.086,-0.007,1.029
55:22.4,0,-0.162,-0.011,1.015
55:22.6,0,-0.211,-0.004,0.976
55:22.8,0,-0.233,-0.028,0.97
55:23.0,0,-0.181,0.036,1.026
55:23.2,0,-0.096,0.07,1.045
55:23.4,0,-0.02,0.077,1.072
55:23.6,0,0.047,0.111,1.096
55:23.8,0,0.065,0.142,1.099
55:24.0,0,0.056,0.045,1.045
55:24.2,0,0.022,0.011,1.033
55:24.4,0,0.074,-0.024,1.032
55:24.6,0,0.049,-0.095,1.015
55:24.8,0,-0.024,-0.155,1.004
55:25.0,0,-0.099,-0.205,1
55:25.2,0,-0.175,-0.222,1.037
55:25.4,0,-0.307,-0.189,1
55:25.6,1,-0.227,-0.141,1.022
55:25.8,1,-0.099,-0.148,0.968
55:26.0,1,0.008,-0.251,0.903
55:26.3,1,0.089,-0.35,0.826
55:26.5,1,0.174,-0.26,0.87
55:26.7,0,0.111,-0.2,0.92
55:26.9,0,0.06,-0.125,0.961
55:27.1,0,0.031,0.021,1.024
55:27.3,0,0.03,0.133,1.074
55:27.5,0,0.026,0.042,1.054
55:27.7,0,0.035,0.003,0.996
55:27.9,0,0.031,-0.004,1.018
55:28.1,0,0.028,0.003,1.024
55:28.3,0,0.023,0.009,1.014
55:28.5,0,0.021,0.005,1.024
55:28.7,0,0.02,0.003,1.033
55:28.9,0,0.021,0.01,1.03
55:29.1,0,0.022,0.009,1.03
55:29.3,0,0.022,0.008,1.031
55:29.5,0,0.024,0.012,1.022
55:29.7,0,0.026,0.013,1.013
55:29.9,0,0.026,0.006,1.017
55:30.1,0,0.026,0.006,1.017
55:30.3,1,0.026,0.006,1.017
55:30.5,1,0.026,0.006,1.017
55:30.7,1,0.026,0.006,1.017
55:30.9,1,0.026,0.005,1.017
55:31.1,1,0.026,0.006,1.018
55:31.3,1,0.026,0.006,1.019
55:31.6,0,0.025,0.006,1.02
55:31.8,0,0.025,0.006,1.019
55:32.0,0,0.025,0.007,1.018
55:32.2,0,0.026,0.006,1.017
55:32.4,0,0.024,0.007,1.022
55:32.6,0,0.025,0.006,1.019
55:32.8,0,0.026,0.005,1.016
55:33.0,0,0.025,0.006,1.019
55:33.2,0,0.025,0.007,1.019
55:33.4,0,0.027,0.006,1.012
55:33.6,0,0.026,0.006,1.015
55:33.8,0,0.025,0.008,1.019
55:34.0,0,0.026,0.006,1.015
55:34.2,0,0.026,0.006,1.015
55:34.4,0,0.026,0.007,1.018
55:34.6,0,0.026,0.007,1.017
55:34.8,0,0.026,0.006,1.016
55:35.0,0,0.026,0.007,1.017
55:35.2,0,0.026,0.006,1.018
55:35.4,0,0.025,0.005,1.018
55:35.6,1,0.025,0.006,1.018
55:35.8,1,0.026,0.006,1.017
55:36.0,1,0.025,0.005,1.018
55:36.2,1,0.026,0.006,1.017
55:36.4,1,0.026,0.007,1.015
55:36.6,1,0.026,0.006,1.016
55:36.8,0,0.026,0.007,1.017
55:37.1,0,0.026,0.007,1.016
55:37.3,0,0.026,0.006,1.016
55:37.5,0,0.026,0.007,1.017
55:37.7,0,0.026,0.007,1.018
55:37.9,0,0.026,0.006,1.017
55:38.1,0,0.026,0.006,1.017
55:38.3,0,0.026,0.007,1.018
55:38.5,0,0.025,0.006,1.018
55:38.7,0,0.025,0.006,1.018
55:38.9,0,0.025,0.007,1.017
55:39.1,0,0.025,0.007,1.019
55:39.3,0,0.025,0.009,1.019
55:39.5,0,0.025,0.005,1.02
55:39.7,0,0.024,0.005,1.023
55:39.9,0,0.024,0.005,1.024
55:40.1,0,0.024,0.004,1.023
55:40.3,0,0.025,0.002,1.022
55:40.5,0,0.025,0.006,1.021
55:40.7,0,0.026,0.006,1.018
55:40.9,0,0.026,0.006,1.017
55:41.1,0,0.026,0.006,1.017
55:41.3,0,0.025,0.005,1.018
55:41.5,0,0.025,0.005,1.017
55:41.7,0,0.025,0.005,1.017
55:41.9,1,0.025,0.005,1.018
55:42.1,1,0.025,0.005,1.017
55:42.3,1,0.025,0.005,1.017
55:42.6,1,0.026,0.005,1.017
55:42.8,1,0.025,0.005,1.016
55:43.0,1,0.026,0.005,1.017
55:43.2,0,0.026,0.006,1.017
55:43.4,0,0.026,0.005,1.017
55:43.6,0,0.026,0.006,1.017
55:43.8,0,0.026,0.006,1.018
55:44.0,0,0.026,0.005,1.017
55:44.2,0,0.026,0.006,1.018
55:44.4,0,0.026,0.006,1.017
55:44.6,0,0.026,0.005,1.017
55:44.8,0,0.026,0.006,1.017
55:45.0,0,0.025,0.006,1.017
55:45.2,0,0.025,0.006,1.017
55:45.4,0,0.025,0.006,1.017
55:45.6,0,0.025,0.006,1.017
55:45.8,0,0.025,0.006,1.017
55:46.0,0,0.026,0.005,1.017
55:46.2,0,0.025,0.005,1.017
55:46.4,0,0.025,0.005,1.017
55:46.6,0,0.025,0.005,1.017
55:46.8,0,0.025,0.005,1.017
55:47.0,0,0.025,0.006,1.018
55:47.2,0,0.025,0.006,1.018
55:47.4,1,0.025,0.006,1.018
55:47.7,1,0.025,0.006,1.017
55:47.9,1,0.026,0.006,1.017
55:48.1,1,0.026,0.006,1.017
55:48.3,1,0.026,0.005,1.017
55:48.5,1,0.026,0.005,1.017
55:48.7,0,0.026,0.005,1.017
55:48.9,0,0.026,0.005,1.017
55:49.1,0,0.026,0.005,1.017
55:49.3,0,0.026,0.005,1.017
55:49.5,0,0.026,0.005,1.017
55:49.7,0,0.026,0.005,1.017
55:49.9,0,0.026,0.005,1.017
55:50.1,0,0.026,0.005,1.017
55:50.3,0,0.026,0.005,1.017
55:50.5,0,0.026,0.005,1.017
55:50.7,0,0.026,0.005,1.017
55:50.9,0,0.025,0.005,1.017
55:51.1,0,0.025,0.005,1.017
55:51.3,0,0.026,0.005,1.018
55:51.5,0,0.026,0.005,1.018
55:51.7,0,0.026,0.005,1.018
55:51.9,0,0.026,0.005,1.018
55:52.1,0,0.026,0.005,1.018
55:52.3,0,0.026,0.005,1.018
55:52.5,0,0.026,0.006,1.018
55:52.7,0,0.026,0.006,1.018
55:53.0,1,0.026,0.005,1.018
55:53.2,1,0.026,0.005,1.018
55:53.4,1,0.026,0.005,1.018
55:53.6,1,0.026,0.005,1.018
55:53.8,1,0.026,0.005,1.018
55:54.0,0,0.026,0.005,1.018
55:54.2,0,0.026,0.005,1.018
55:54.4,0,0.026,0.005,1.017
55:54.6,0,0.025,0.005,1.017
55:54.8,0,0.025,0.005,1.017
55:55.0,0,0.025,0.005,1.017
55:55.2,0,0.025,0.005,1.017
55:55.4,0,0.025,0.005,1.017
55:55.6,0,0.026,0.005,1.017
55:55.8,0,0.026,0.005,1.017
55:56.0,0,0.026,0.004,1.017
55:56.2,0,0.026,0.004,1.017
55:56.4,0,0.026,0.005,1.017
55:56.6,0,0.026,0.005,1.017
55:56.8,0,0.026,0.005,1.017
55:57.0,0,0.026,0.005,1.017
55:57.2,0,0.026,0.005,1.018
55:57.4,0,0.026,0.005,1.018
55:57.6,0,0.026,0.005,1.019
55:57.8,0,0.026,0.005,1.02
55:58.0,0,0.026,0.005,1.02
55:58.2,0,0.025,0.004,1.021
55:58.4,0,0.025,0.005,1.023
55:58.7,0,0.025,0.005,1.022
55:58.9,1,0.025,0.005,1.02
55:59.1,1,0.025,0.006,1.021
55:59.3,1,0.025,0.006,1.018
55:59.5,1,0.025,0.005,1.016
55:59.7,1,0.026,0.006,1.017
55:59.9,0,0.026,0.006,1.017
56:00.1,0,0.026,0.005,1.016
56:00.3,0,0.026,0.006,1.018
56:00.5,0,0.026,0.007,1.021
56:00.7,0,0.026,0.006,1.02
56:00.9,0,0.026,0.006,1.02
56:01.1,0,0.026,0.006,1.021
56:01.3,0,0.026,0.006,1.019
56:01.5,0,0.026,0.005,1.017
56:01.7,0,0.025,0.005,1.018
56:01.9,0,0.025,0.005,1.018
56:02.1,0,0.025,0.005,1.017
56:02.3,0,0.025,0.005,1.017
56:02.5,0,0.026,0.005,1.018
56:02.7,0,0.026,0.005,1.018
56:02.9,0,0.025,0.005,1.017
56:03.1,0,0.026,0.006,1.018
56:03.3,0,0.025,0.005,1.018
56:03.5,1,0.025,0.005,1.017
56:03.7,1,0.025,0.005,1.017
56:03.9,1,0.025,0.005,1.017
56:04.1,1,0.025,0.005,1.017
56:04.3,1,0.026,0.005,1.017
56:04.5,0,0.026,0.005,1.017
56:04.7,0,0.026,0.005,1.017
56:05.0,0,0.026,0.006,1.017
56:05.2,0,0.026,0.005,1.017
56:05.4,0,0.026,0.006,1.017
56:05.6,0,0.025,0.005,1.017
56:05.8,0,0.025,0.006,1.018
56:06.0,0,0.026,0.006,1.018
56:06.2,0,0.026,0.005,1.018
56:06.4,0,0.025,0.005,1.018
56:06.6,0,0.026,0.006,1.018
56:06.8,0,0.026,0.005,1.018
56:07.0,0,0.026,0.005,1.018
56:07.2,0,0.026,0.005,1.018
56:07.4,0,0.026,0.005,1.018
56:07.6,0,0.026,0.006,1.018
56:07.8,0,0.026,0.006,1.017
56:08.0,0,0.025,0.005,1.017
56:08.2,0,0.025,0.006,1.018
56:08.4,0,0.025,0.005,1.017
56:08.6,0,0.025,0.005,1.017
56:08.8,0,0.025,0.005,1.017
56:09.0,1,0.026,0.005,1.017
56:09.2,1,0.025,0.005,1.017
56:09.4,1,0.026,0.005,1.017
56:09.6,1,0.026,0.005,1.017
56:09.8,1,0.026,0.005,1.018
56:10.0,0,0.026,0.005,1.018
56:10.2,0,0.026,0.005,1.018
56:10.4,0,0.026,0.005,1.018
56:10.6,0,0.026,0.005,1.017
56:10.8,0,0.026,0.005,1.017
56:11.0,0,0.026,0.005,1.017
56:11.2,0,0.026,0.005,1.017
56:11.4,0,0.026,0.005,1.017
56:11.6,0,0.026,0.005,1.017
56:11.8,0,0.026,0.005,1.017
56:12.1,0,0.026,0.006,1.017
56:12.3,0,0.026,0.006,1.017
56:12.5,0,0.025,0.006,1.017
56:12.7,0,0.026,0.006,1.017
56:12.9,0,0.025,0.006,1.017
56:13.1,0,0.025,0.006,1.017
56:13.3,0,0.026,0.005,1.017
56:13.5,1,0.026,0.005,1.017
56:13.7,1,0.026,0.005,1.017
56:13.9,1,0.025,0.005,1.017
56:14.1,1,0.026,0.006,1.017
56:14.3,1,0.025,0.006,1.017
56:14.5,0,0.026,0.006,1.017
56:14.7,0,0.025,0.006,1.017
56:14.9,0,0.026,0.006,1.017
56:15.1,0,0.026,0.005,1.017
56:15.3,0,0.026,0.005,1.017
56:15.5,0,0.026,0.005,1.017
56:15.7,0,0.026,0.005,1.017
56:15.9,0,0.026,0.006,1.017
56:16.1,0,0.026,0.005,1.017
56:16.3,0,0.025,0.005,1.017
56:16.5,0,0.025,0.005,1.017
56:16.7,0,0.025,0.005,1.017
56:16.9,0,0.025,0.005,1.017
56:17.1,0,0.025,0.005,1.017
56:17.3,0,0.026,0.005,1.017
56:17.5,0,0.026,0.005,1.017
56:17.7,0,0.025,0.005,1.018
56:17.9,0,0.026,0.006,1.018
56:18.1,0,0.026,0.006,1.017
56:18.3,0,0.026,0.006,1.017
56:18.5,0,0.026,0.006,1.017
56:18.8,0,0.026,0.005,1.016
56:19.0,0,0.025,0.005,1.016
56:19.2,0,0.025,0.005,1.017
56:19.4,0,0.025,0.005,1.017
56:19.6,0,0.026,0.005,1.016
56:19.8,0,0.026,0.005,1.017
56:20.0,0,0.026,0.005,1.017
56:20.2,0,0.026,0.005,1.016
56:20.4,0,0.026,0.005,1.017
56:20.6,0,0.026,0.005,1.017
56:20.8,0,0.026,0.005,1.017
56:21.0,0,0.025,0.005,1.017
56:21.2,0,0.025,0.005,1.017
56:21.4,0,0.025,0.005,1.017
56:21.6,0,0.026,0.005,1.017
56:21.8,0,0.026,0.005,1.017
56:22.0,0,0.026,0.005,1.017
56:22.2,0,0.026,0.005,1.017
56:22.4,0,0.026,0.005,1.017
56:22.6,0,0.026,0.005,1.017
56:22.8,0,0.026,0.006,1.017
56:23.0,0,0.026,0.006,1.017
56:23.2,0,0.026,0.006,1.017
56:23.4,0,0.026,0.006,1.017
56:23.6,0,0.026,0.005,1.017
56:23.8,0,0.026,0.005,1.017
56:24.0,0,0.026,0.006,1.017
56:24.2,0,0.026,0.005,1.017
56:24.4,0,0.026,0.005,1.016
56:24.6,0,0.026,0.005,1.016
56:24.8,0,0.026,0.005,1.016
56:25.0,0,0.026,0.005,1.016
56:25.2,0,0.026,0.005,1.016
56:25.5,0,0.026,0.005,1.017
56:25.7,0,0.027,0.008,1.019
56:25.9,0,0.026,0.008,1.019
56:26.1,0,0.025,0.008,1.02
56:26.3,0,0.025,0.008,1.02
56:26.5,0,0.025,0.009,1.02
56:26.7,0,0.024,0.006,1.019
56:26.9,0,0.025,0.006,1.018
56:27.1,0,0.026,0.007,1.017
56:27.3,0,0.026,0.006,1.017
56:27.5,0,0.026,0.006,1.017
56:27.7,0,0.026,0.006,1.016
56:27.9,0,0.026,0.005,1.017
56:28.1,0,0.025,0.006,1.017
56:28.3,1,0.025,0.005,1.016
56:28.5,1,0.026,0.005,1.017
56:28.7,1,0.026,0.006,1.018
56:28.9,1,0.026,0.005,1.018
56:29.1,1,0.026,0.005,1.018
56:29.3,1,0.026,0.006,1.018
56:29.5,0,0.026,0.005,1.016
56:29.7,0,0.026,0.005,1.016
56:29.9,0,0.026,0.006,1.016
56:30.1,0,0.026,0.005,1.016
56:30.3,0,0.026,0.005,1.016
56:30.5,0,0.025,0.006,1.018
56:30.7,0,0.025,0.006,1.017
56:30.9,0,0.025,0.005,1.017
56:31.1,0,0.026,0.006,1.018
56:31.3,0,0.026,0.006,1.018
56:31.5,0,0.026,0.006,1.018
56:31.7,0,0.026,0.006,1.018
56:31.9,0,0.026,0.005,1.017
56:32.1,0,0.026,0.005,1.017
56:32.4,0,0.025,0.005,1.017
56:32.6,0,0.025,0.005,1.017
56:32.8,0,0.025,0.005,1.017
56:33.0,0,0.025,0.005,1.017
56:33.2,0,0.025,0.005,1.017
56:33.4,0,0.026,0.005,1.017
56:33.6,0,0.026,0.005,1.017
56:33.8,0,0.026,0.005,1.017
56:34.0,0,0.026,0.005,1.017
56:34.2,0,0.025,0.005,1.017
56:34.4,0,0.026,0.005,1.017
56:34.6,0,0.026,0.006,1.017
56:34.8,0,0.026,0.006,1.017
56:35.0,0,0.026,0.007,1.017
56:35.2,0,0.026,0.007,1.017
56:35.4,0,0.026,0.006,1.017
56:35.6,0,0.026,0.006,1.016
56:35.8,0,0.026,0.006,1.016
56:36.0,0,0.026,0.006,1.017
56:36.2,0,0.026,0.006,1.017
56:36.4,0,0.026,0.006,1.017
56:36.6,0,0.025,0.005,1.017
56:36.8,0,0.025,0.005,1.018
56:37.0,0,0.026,0.005,1.017
56:37.2,0,0.026,0.005,1.017
56:37.4,0,0.026,0.005,1.018
56:37.6,0,0.026,0.006,1.017
56:37.8,0,0.026,0.006,1.016
56:38.0,0,0.026,0.006,1.017
56:38.2,0,0.026,0.006,1.018
56:38.4,0,0.026,0.006,1.018
56:38.7,0,0.026,0.006,1.017
56:38.9,0,0.026,0.005,1.017
56:39.1,1,0.026,0.005,1.017
56:39.3,1,0.026,0.005,1.016
56:39.5,1,0.026,0.005,1.016
56:39.7,1,0.026,0.005,1.016
56:39.9,1,0.025,0.006,1.017
56:40.1,1,0.025,0.006,1.016
56:40.3,0,0.025,0.006,1.016
56:40.5,0,0.025,0.006,1.017
56:40.7,0,0.025,0.006,1.017
56:40.9,0,0.025,0.005,1.016
56:41.1,0,0.026,0.006,1.017
56:41.3,0,0.025,0.005,1.017
56:41.5,0,0.026,0.005,1.016
56:41.7,0,0.026,0.005,1.017
56:41.9,0,0.025,0.005,1.017
56:42.1,0,0.025,0.005,1.017
56:42.3,0,0.026,0.005,1.016
56:42.5,0,0.026,0.005,1.016
56:42.7,0,0.026,0.005,1.016
56:42.9,0,0.026,0.005,1.017
56:43.1,0,0.026,0.005,1.016
56:43.3,0,0.025,0.005,1.017
56:43.5,1,0.025,0.005,1.017
56:43.7,1,0.025,0.005,1.017
